編號,中文地址,英文地址,地區,檢疫結束日期
2115,牛頭角道77號淘大花園L座,"BLOCK L, AMOY GARDENS, NO.77 NGAU TAU KOK ROAD",觀塘,2020-03-02
2116,安達邨俊達樓,"CHUN TAT HOUSE, ON TAT ESTATE",觀塘,2020-03-02
2117,安達邨俊達樓7座,"CHUN TAT HOUSE, ON TAT ESTATE",觀塘,2020-03-02
2118,利安道32號,32 LEE ON ROAD,觀塘,2020-03-02
2119,秀茂坪邨秀明樓,"SAU MING HOUSE, SAU MAU PING ESTATE",觀塘,2020-03-02
2120,秀茂坪邨秀康樓,"SAU HONG HOUSE, SAU MAU PING ESTATE",觀塘,2020-03-02
2121,坪石邨金石樓,"KAM SHEK HOUSE, PING SHEK ESTATE",觀塘,2020-03-02
2122,官塘立成大廈,KWUN TONG LAP SHING BUILDING,觀塘,2020-03-02
2123,明泰大廈,MING TAI MANSION,觀塘,2020-03-02
2124,油麗邨雅麗樓A座,"BLOCK A, NGA LAI HSE, YAU LAI ESTATE",觀塘,2020-03-02
2125,偉業街33號德福花園S1座,"BLOCK S1, TELFORD GARDENS, NO.33 WAI YIP STREET",觀塘,2020-03-02
2126,啟田邨啟仁樓,"KAI YAN HOUSE, KAI TIN ESTATE",觀塘,2020-03-02
2127,啟田邨啟旺樓,"KAI WONG HOUSE, KAI TIN ESTATE",觀塘,2020-03-02
2128,啟德德朗邨德瓏樓,"TAK LOONG HOUSE, KAI TAK TAK LONG ESTATE",觀塘,2020-03-02
2129,彩福邨彩樂樓,"CHOI LOK HSE, CHOI FOOK ESTATE",觀塘,2020-03-02
2130,華發大樓,WAH FAT BUILDING,觀塘,2020-03-02
2131,嘉賢居,THE SPECTACLE,觀塘,2020-03-02
2132,翠屏(北)邨翠楠樓低座,"TSUI NAM HOUSE LOW BLOCK, TSUI PING (NORTH) ESTATE",觀塘,2020-03-02
2133,廣田邨廣逸樓,"KWONG YAT HOUSE, KWONG TIN ESTATE",觀塘,2020-03-02
2134,鴻昌樓,HUNG CHEONG HOUSE,觀塘,2020-03-02
2135,鯉魚門邨鯉興樓,"LEI HING HSE, LEI YUE MUN ESTATE",觀塘,2020-03-02
2136,九龍灣彩德邨彩信樓,"CHOI SHUN HSE, CHOI TAK ESTATE, KOWLOON BAY",觀塘,2020-03-03
2137,天佑苑裕康閣A座,"BLOCK A, YUE HONG HOUSE, TIN YAU COURT",觀塘,2020-03-03
2138,牛頭角下邨貴顯樓,"KWAI HIN HOUSE, LOWER NGAU TAU KOK ESTATE",觀塘,2020-03-03
2139,合和大廈,HOPEWELL HOUSE,觀塘,2020-03-03
2140,安田邨安麗樓,"ON LAI HOUSE, ON TIN ESTATE",觀塘,2020-03-03
2141,安泰邨居泰樓,"KUI TAI HOUSE, ON TAI ESTATE",觀塘,2020-03-03
2142,安泰邨明泰樓1座,"BLOCK 1, MING TAI HOUSE, ON TAI ESTATE",觀塘,2020-03-03
2143,安達邨善達樓,"SIN TAT HOUSE, ON TAT ESTATE",觀塘,2020-03-03
2144,安達邨愛達樓,"OI TAT HOUSE, ON TAT ESTATE",觀塘,2020-03-03
2145,安達邨誠達樓,"SHING TAT HOUSE, ON TAT ESTATE",觀塘,2020-03-03
2146,鴻圖道 45號,NO.45 HUNG TO ROAD,觀塘,2020-03-03
2147,秀茂坪邨秀慧樓,"SAU WAI HOUSE, SAU MAU PING ESTATE",觀塘,2020-03-03
2148,協和街277號祥和苑D座,"BLOCK D, CHEUNG WO COURT, NO.277 HIP WO STREET",觀塘,2020-03-03
2149,南安大樓,NAM ON MANSION,觀塘,2020-03-03
2150,建泰樓,KIN TAI HOUSE,觀塘,2020-03-03
2151,恆安樓,HANG ON BUILDING,觀塘,2020-03-03
2152,海傲灣海傲灣第１座,"ONE EAST COAST TOWER 1, ONE EAST COAST",觀塘,2020-03-03
2153,馬環村,MA WAN TSUEN,觀塘,2020-03-03
2154,偉業街33號德福花園H座,"BLOCK H, TELFORD GARDENS, NO.33 WAI YIP STREET",觀塘,2020-03-03
2155,彩福邨彩歡樓,"CHOI FOON HOUSE , CHOI FOOK ESTATE",觀塘,2020-03-03
2156,彩德邨彩仁樓,"CHOI YAN HOUSE, CHOI TAK ESTATE",觀塘,2020-03-03
2157,彩德邨彩亮樓,"CHOI LEUNG HOUSE, CHOI TAK ESTATE",觀塘,2020-03-03
2158,彩霞道55號彩頤居A座,"BLOCK A, CHEERFUL COURT, NO.55 CHOI HA ROAD",觀塘,2020-03-03
2159,祥和苑和健閣D座,"BLOCK D, WO KIN HOUSE, CHEUNG WO COURT",觀塘,2020-03-03
2160,富恒樓,FU HANG BUILDING,觀塘,2020-03-03
2161,雲漢邨漢松樓,"HON CHUNG HOUSE, WAN HON ESTATE",觀塘,2020-03-03
2162,翠屏(北)邨翠楠樓,"TSUI NAM HOUSE, TSUI PING (NORTH) ESTATE",觀塘,2020-03-03
2163,翠屏(北)邨翠楠樓高座,"BLOCK HIGHER, TSUI NAM HOUSE, TSUI PING (NORTH) ESTATE",觀塘,2020-03-03
2164,翠屏(南)邨翠桐樓,"TSUI TUNG HOUSE, TSUI PING (SOUTH) ESTATE",觀塘,2020-03-03
2165,德田邨德康樓,"TAK HONG HOUSE, TAK TIN ESTATE",觀塘,2020-03-03
2166,樂華南邨喜華樓B座,"BLOCK B, HEI WAH HOUSE, LOK WAH SOUTH ESTATE",觀塘,2020-03-03
2167,曉光大廈曉光閣,"HIU KWONG COURT, HIU KWONG BUILDING",觀塘,2020-03-03
2168,鯉魚門邨鯉隆樓,"LEI LUNG HSE, LEI YUE MUN ESTATE",觀塘,2020-03-03
2169,麗港南街3號麗港城34座,"BLOCK 34, LAGUNA CITY, NO.3 SOUTH LAGUNA STREET",觀塘,2020-03-03
2170,寶達邨達怡樓,"TAT YI HOUSE, PO TAT ESTATE",觀塘,2020-03-03
2171,仁安大廈,YAN ON MANSION,觀塘,2020-03-04
2172,牛頭角上邨常泰樓,"SHEUNG TAI HSE, UPPER NGAU TAU KOK ESTATE",觀塘,2020-03-04
2173,牛頭角上邨常滿樓1座,"BLOCK 1, SHEUNG MUN HSE, UPPER NGAU TAU KOK ESTATE",觀塘,2020-03-04
2174,牛頭角下邨貴華樓,"KWAI WAH HOUSE, LOWER NGAU TAU KOK ESTATE",觀塘,2020-03-04
2175,永韶樓,WING SHIU BUILDING,觀塘,2020-03-04
2176,安里西村,ON LI SAI TSUEN,觀塘,2020-03-04
2177,安泰邨景泰樓,"KING TAI HOUSE, ON TAI ESTATE",觀塘,2020-03-04
2178,宏光道80號麗晶花園12座,"BLOCK 12, RICHLAND GARDENS, NO.80 WANG KWONG ROAD",觀塘,2020-03-04
2179,秀茂坪(南)邨秀美樓,"SAU MEI HSE, SAU MAU PING (SOUTH) ESTATE",觀塘,2020-03-04
2180,秀茂坪(南)邨秀德樓,"SAU TAK HSE , SAU MAU PING (SOUTH) ESTATE",觀塘,2020-03-04
2181,秀茂坪邨秀緻樓,"SAU CHI HOUSE, SAU MAU PING ESTATE",觀塘,2020-03-04
2182,秀茂坪邨秀賢樓,"SAU YIN HOUSE, SAU MAU PING ESTATE",觀塘,2020-03-04
2183,和樂邨新安樓,"SUN ON HOUSE, WO LOK ESTATE",觀塘,2020-03-04
2184,油麗邨仁麗樓R座,"BLOCK R, YAN LAI HSE, YAU LAI ESTATE",觀塘,2020-03-04
2185,海景大廈,HOI KING MANSION,觀塘,2020-03-04
2186,康逸苑康景閣,"HONG KING HOUSE, HONG YAT COURT",觀塘,2020-03-04
2187,彩盈邨盈樂樓,"YING LOK HOUSE, CHOI YING ESTATE",觀塘,2020-03-04
2188,彩福邨彩歡樓,"CHOI FOON HOUSE, CHOI FOOK ESTATE",觀塘,2020-03-04
2189,新榮大樓,SUN WING BUILDING,觀塘,2020-03-04
2190,運通樓,WINNING HOUSE,觀塘,2020-03-04
2191,翠屏(北)邨翠桉樓,"TSUI ON HOUSE, TSUI PING (NORTH) ESTATE",觀塘,2020-03-04
2192,翠屏(北)邨翠楠樓高座,"TSUI NAM HOUSE HIGH BLOCK, TSUI PING (NORTH) ESTATE",觀塘,2020-03-04
2193,鴻昌樓,HUNG CHEONG BUILDING,觀塘,2020-03-04
2194,鯉魚門安里西村,"ON LI SAI TSUEN, LEI YUE MUN",觀塘,2020-03-04
2195,寶達邨達安樓,"TAT ON HOUSE, PO TAT ESTATE",觀塘,2020-03-04
2196,寶達邨達翠樓,"TAT CHUI HOUSE, PO TAT ESTATE",觀塘,2020-03-04
2197,牛頭角道297號觀塘花園大廈玉蓮臺3座,"BLOCK 3, LOTUS TOWER, KWUN TONG GARDEN EST, NO.297 NGAUTAU KOK ROAD",觀塘,2020-03-05
2198,牛頭角道300-302號裕民中心2座,"BLOCK 2, YUE MAN CENTRE, NO.300-302 NGAU TAU KOK ROAD",觀塘,2020-03-05
2199,牛頭角道55號利基大廈A座,"BLOCK A, LEE KEE BUILDING, NO.55 NGAU TAU KOK ROAD",觀塘,2020-03-05
2200,安泰邨恒泰樓,"HANG TAI HOUSE, ON TAI ESTATE",觀塘,2020-03-05
2201,安順大廈,ON SHUN BUILDING,觀塘,2020-03-05
2202,安達邨善達樓,"YIN TAT HOUSE, ON TAT ESTATE",觀塘,2020-03-05
2203,安達邨愛達樓5座,"BLOCK 5, OI TAT HOUSE, ON TAT ESTATE",觀塘,2020-03-05
2204,宏光道80號麗晶花園8座,"BLOCK 8, RICHLAND GARDENS, NO.80 WANG KWONG ROAD",觀塘,2020-03-05
2205,秀茂坪(南)邨秀好樓,"SAU HO HOUSE, SAU MAU PING (SOUTH) ESTATE",觀塘,2020-03-05
2206,秀茂坪邨秀和樓,"SAU WO HOUSE, SAU MAU PING ESTATE",觀塘,2020-03-05
2207,秀茂坪邨秀逸樓,"SAU YAT HOUSE, SAU MAU PING ESTATE",觀塘,2020-03-05
2208,秀茂坪邨秀雅樓,"SAU NGA HOUSE, SAU MAU PING ESTATE",觀塘,2020-03-05
2209,秀茂坪邨秀裕樓,"SAU YUE HOUSE, SAU MAU PING ESTATE",觀塘,2020-03-05
2210,油麗邨卓麗樓,"CHEUK LAI HSE, YAU LAI ESTATE",觀塘,2020-03-05
2211,油麗邨逸麗樓E座,"BLOCK E, YAT LAI HSE, YAU LAI ESTATE",觀塘,2020-03-05
2212,金僑華廈,CAMBRIDGE BUILDING,觀塘,2020-03-05
2213,振華苑,CHUN WAH COURT,觀塘,2020-03-05
2214,泰康樓,TAI HONG BUILDING,觀塘,2020-03-05
2215,財利大廈,CHEOY LEE BUILDING,觀塘,2020-03-05
2216,高翔苑高安閣,"KO ON HSE, KO CHEUNG COURT",觀塘,2020-03-05
2217,高翔苑高麒閣E座,"BLOCK E, KO KI HSE, KO CHEUNG COURT",觀塘,2020-03-05
2218,啟田邨啟信樓,"KAI SHUN HOUSE, KAI TIN ESTATE",觀塘,2020-03-05
2219,啟業邨啟寧樓,"KAI NING HOUSE, KAI YIP ESTATE",觀塘,2020-03-05
2220,彩雲(二)邨玉宇樓,"YOK YU HOUSE, CHOI WAN (2) ESTATE",觀塘,2020-03-05
2221,彩德邨彩亮樓(第7座)7座,"BLOCK 7, CHOI LEUNG HOUSE (BLK 7), CHOI TAK ESTATE",觀塘,2020-03-05
2222,彩德邨彩信樓(第2座)2座,"BLOCK 2, CHOI SHUN HSE (BLK 2), CHOI TAK ESTATE",觀塘,2020-03-05
2223,彩德邨彩敬樓,"CHOI KING HOUSE, CHOI TAK ESTATE",觀塘,2020-03-05
2224,彩德邨彩敬樓(第6座)6座,"BLOCK 6, CHOI KING HOUSE (BLK 6), CHOI TAK ESTATE",觀塘,2020-03-05
2225,彩興苑彩萱閣,"CHOI HUEN HOUSE, CHOI HING COURT",觀塘,2020-03-05
2226,順利邨利祥樓,"LEE CHEUNG HOUSE, SHUN LEE ESTATE",觀塘,2020-03-05
2227,匯景道8號滙景花園9座,"BLOCK 9, SCENEWAY GARDEN, NO.8 SCENEWAY ROAD",觀塘,2020-03-05
2228,翠屏(南)邨翠杭樓,"TSUI HON HOUSE, TSUI PING (SOUTH) ESTATE",觀塘,2020-03-05
2229,德朗邨德瓏樓,"TAK LOONG HOUSE, TAK LONG ESTATE",觀塘,2020-03-05
2230,曉麗苑曉安閣,"HIU ON HOUSE, HIU LAI COURT",觀塘,2020-03-05
2231,興田邨恩田樓,"YAN TIN HOUSE, HING TIN ESTATE",觀塘,2020-03-05
2232,興田邨彩田樓,"CHOI TIN HOUSE, HING TIN ESTATE",觀塘,2020-03-05
2233,興達大廈,HING TAT MANSION,觀塘,2020-03-05
2234,鯉魚門邨鯉興樓3座,"BLOCK 3, LEI HING HSE, LEI YUE MUN ESTATE",觀塘,2020-03-05
2235,勵業街 46號,NO.46 LAI YIP STREET,觀塘,2020-03-06
2236,月華街42號華苑大廈B座,"BLOCK B, MANDARIN BUILDING, NO.42 YUET WAH STREET",觀塘,2020-03-06
2237,牛頭角上邨常泰樓6座,"BLOCK 6, SHEUNG TAI HSE, UPPER NGAU TAU KOK ESTATE",觀塘,2020-03-06
2238,牛頭角上邨常榮樓4座,"BLOCK 4, SHEUNG WING HSE, UPPER NGAU TAU KOK ESTATE",觀塘,2020-03-06
2239,牛頭角下邨貴月樓2座,"BLOCK 2, KWAI YUET HOUSE, LOWER NGAU TAU KOK ESTATE",觀塘,2020-03-06
2240,牛頭角道55號利基大廈B座,"BLOCK B, LEE KEE BUILDING, NO.55 NGAU TAU KOK ROAD",觀塘,2020-03-06
2241,平田邨平信樓,"PING SHUN HOUSE, PING TIN ESTATE",觀塘,2020-03-06
2242,安基苑基信閣B座,"BLOCK B, KAY SHUN HOUSE, ON KAY COURT",觀塘,2020-03-06
2243,安達邨仁達樓,"YAN TAT HOUSE, ON TAT ESTATE",觀塘,2020-03-06
2244,安達邨正達樓,"CHING TAT HOUSE, ON TAT ESTATE",觀塘,2020-03-06
2245,安達邨俊達樓7座,"BLOCK 7, CHUN TAT HOUSE, ON TAT ESTATE",觀塘,2020-03-06
2246,宏光道80號麗晶花園19座,"BLOCK 19, RICHLAND GARDENS, NO.80 WANG KWONG ROAD",觀塘,2020-03-06
2247,宏光道80號麗晶花園7座,"BLOCK 7, RICHLAND GARDENS, NO.80 WANG KWONG ROAD",觀塘,2020-03-06
2248,秀茂坪邨秀景樓,"SAU KING HOUSE, SAU MAU PING ESTATE",觀塘,2020-03-06
2249,秀茂坪邨秀樂樓,"SAU LOK HOUSE, SAU MAU PING ESTATE",觀塘,2020-03-06
2250,坪石邨鑽石樓,"TSUEN SHEK HOUSE, PING SHEK ESTATE",觀塘,2020-03-06
2251,油塘邨貴塘樓,"KWAI TONG HOUSE, YAU TONG ESTATE",觀塘,2020-03-06
2252,油麗邨翠麗樓,"TSUI LAI HSE, YAU LAI ESTATE",觀塘,2020-03-06
2253,啟業邨啟賢樓,"KAI YIN HOUSE, KAI YIP ESTATE",觀塘,2020-03-06
2254,康栢苑祥栢閣,"CHEUNG PAK HOUSE, HONG PAK COURT",觀塘,2020-03-06
2255,彩盈邨盈安樓,"YING ON HOUSE, CHOI YING ESTATE",觀塘,2020-03-06
2256,彩盈邨盈康樓,"YING HONG HOUSE, CHOI YING ESTATE",觀塘,2020-03-06
2257,彩福邨彩善樓,"CHOI SIN HSE, CHOI FOOK ESTATE",觀塘,2020-03-06
2258,彩德邨彩義樓(第4座)4座,"BLOCK 4, CHOI YEE HOUSE (BLK 4), CHOI TAK ESTATE",觀塘,2020-03-06
2259,彩霞邨彩星樓,"CHOI SING HOUSE, CHOI HA ESTATE",觀塘,2020-03-06
2260,華麗樓,WAH LAI MANSION,觀塘,2020-03-06
2261,華寶中心,TREASURE CENTRE,觀塘,2020-03-06
2262,順天邨天池樓,"TIN CHI HOUSE, SHUN TIN ESTATE",觀塘,2020-03-06
2263,順天邨天權樓,"TIN KUEN HOUSE, SHUN TIN ESTATE",觀塘,2020-03-06
2264,順利邨利明樓,"LEE MING HOUSE, SHUN LEE ESTATE",觀塘,2020-03-06
2265,匯景道8號滙景花園17座,"BLOCK 17, SCENEWAY GARDEN, NO.8 SCENEWAY ROAD",觀塘,2020-03-06
2266,翠屏(北)邨翠桃樓,"TSUI TO HOUSE, TSUI PING (NORTH) ESTATE",觀塘,2020-03-06
2267,翠屏(北)邨翠梓樓,"TSUI TSZ HOUSE, TSUI PING (NORTH) ESTATE",觀塘,2020-03-06
2268,翠屏(北)邨翠楣樓,"TSUI MEI HOUSE, TSUI PING (NORTH) ESTATE",觀塘,2020-03-06
2269,翠屏(南)邨翠榮樓,"TSUI WING HOUSE, TSUI PING (SOUTH) ESTATE",觀塘,2020-03-06
2270,德田邨德盛樓(第7座)7座,"BLOCK 7, TAK SHING HOUSE (BLK 7), TAK TIN ESTATE",觀塘,2020-03-06
2271,德朗邨德琦樓,"TAK KEI HOUSE, TAK LONG ESTATE",觀塘,2020-03-06
2272,德朗邨德瑞樓5座,"BLOCK 5, TAK SUI HOUSE, TAK LONG ESTATE",觀塘,2020-03-06
2273,德朗邨德瑤樓9座,"BLOCK 9, TAK YIU HOUSE, TAK LONG ESTATE",觀塘,2020-03-06
2274,興田邨美田樓,"MEI TIN HOUSE, HING TIN ESTATE",觀塘,2020-03-06
2275,藍田邨藍泰樓,"LAM TAI HOUSE , LAM TIN ESTATE",觀塘,2020-03-06
2276,藍田邨藍泰樓,"LAM TAI HOUSE, LAM TIN ESTATE",觀塘,2020-03-06
2277,鯉灣天下,CANARYSIDE,觀塘,2020-03-06
2278,麗港南街7號麗港城36座,"BLOCK 36, LAGUNA CITY, NO.7 SOUTH LAGUNA STREET",觀塘,2020-03-06
2279,寶達邨達佳樓,"TAT KAI HOUSE, PO TAT ESTATE",觀塘,2020-03-06
2280,寶達邨達富樓,"TAT FU HOUSE, PO TAT ESTATE",觀塘,2020-03-06
2281,牛頭角下邨貴亮樓,"KWAI LEUNG HOUSE, LOWER NGAU TAU KOK ESTATE",觀塘,2020-03-07
2282,牛頭角下邨貴輝樓5座,"BLOCK 5, KWAI FAI HOUSE, LOWER NGAU TAU KOK ESTATE",觀塘,2020-03-07
2283,牛頭角道33號宏光樓B座,"BLOCK B, WANG KWONG BUILDING, NO.33 NGAU TAU KOK ROAD",觀塘,2020-03-07
2284,牛頭角道77號淘大花園K座,"BLOCK K, AMOY GARDENS, NO.77 NGAU TAU KOK ROAD",觀塘,2020-03-07
2285,平田邨平仁樓,"PING YAN HOUSE, PING TIN ESTATE",觀塘,2020-03-07
2286,平田邨平真樓,"PING CHUN HOUSE, PING TIN ESTATE",觀塘,2020-03-07
2287,平田邨平善樓,"PING SIN HOUSE, PING TIN ESTATE",觀塘,2020-03-07
2288,安田邨安健樓,"ON KIN HOUSE, ON TIN ESTATE",觀塘,2020-03-07
2289,安達邨誠達樓6座,"BLOCK 6, SHING TAT HOUSE, ON TAT ESTATE",觀塘,2020-03-07
2290,安達邨禮達樓3座,"BLOCK 3, LAI TAT HOUSE, ON TAT ESTATE",觀塘,2020-03-07
2291,秀茂坪(南)邨秀旺樓(第5座)5座,"BLOCK 5, SAU WONG HOUSE (BLK 5), SAU MAU PING (SOUTH)",觀塘,2020-03-07
2292,秀茂坪(南)邨秀善樓(第3座)3座,"BLOCK 3, SAU SIN HSE (BLK 3), SAU MAU PING (SOUTH) ESTATE",觀塘,2020-03-07
2293,秀茂坪邨秀富樓,"SAU FU HOUSE, SAU MAU PING ESTATE",觀塘,2020-03-07
2294,秀茂坪邨秀程樓,"SAU CHING HOUSE, SAU MAU PING ESTATE",觀塘,2020-03-07
2295,和樂邨泰安樓,"TAI ON HOUSE, WO LOK ESTATE",觀塘,2020-03-07
2296,坪石邨紅石樓,"HUNG SHEK HOUSE, PING SHEK ESTATE",觀塘,2020-03-07
2297,油塘三家村,"SAM KA TSUEN, YAU TONG",觀塘,2020-03-07
2298,油麗邨卓麗樓S座,"BLOCK S, CHEUK LAI HSE, YAU LAI ESTATE",觀塘,2020-03-07
2299,油麗邨盈麗樓N座,"BLOCK N, YING LAI HSE, YAU LAI ESTATE",觀塘,2020-03-07
2300,油麗邨康麗樓Q座,"BLOCK Q, HONG LAI HSE, YAU LAI ESTATE",觀塘,2020-03-07
2301,油麗邨雍麗樓T座,"BLOCK T, YUNG LAI HSE, YAU LAI ESTATE",觀塘,2020-03-07
2302,油麗邨豐麗樓,"FUNG LAI HSE, YAU LAI ESTATE",觀塘,2020-03-07
2303,泰華樓,TAI WAH BUILDING,觀塘,2020-03-07
2304,偉業街33號德福花園E座,"BLOCK E, TELFORD GARDENS, NO.33 WAI YIP STREET",觀塘,2020-03-07
2305,啟田大廈A座,"BLOCK A, KAI TIN TOWERS",觀塘,2020-03-07
2306,啟業邨啟樂樓,"KAI LOK HOUSE, KAI YIP ESTATE",觀塘,2020-03-07
2307,彩盈邨盈順樓,"YING SHUN HOUSE, CHOI YING ESTATE",觀塘,2020-03-07
2308,彩福邨彩喜樓(第11座)11座,"BLOCK 11, CHOI HAY HSE (BLK 11), CHOI FOOK ESTATE",觀塘,2020-03-07
2309,彩德邨彩仁樓(第3座)3座,"BLOCK 3, CHOI YAN HOUSE (BLK3), CHOI TAK ESTATE",觀塘,2020-03-07
2310,彩德邨彩俊樓(第5座)5座,"BLOCK 5, CHOI CHUN HOUSE (BLK 5), CHOI TAK ESTATE",觀塘,2020-03-07
2311,彩德邨彩賢樓(第8座)8座,"BLOCK 8, CHOI YIN HOUSE (BLK 8), CHOI TAK ESTATE",觀塘,2020-03-07
2312,晨星樓,MORNING STAR MANSION,觀塘,2020-03-07
2313,連安大樓,LIN ON BUILDING,觀塘,2020-03-07
2314,富華閣,FU WAH COURT,觀塘,2020-03-07
2315,雲漢邨漢柏樓,"HON PAK HOUSE, WAN HON ESTATE",觀塘,2020-03-07
2316,順天邨天衡樓,"TIN HANG HOUSE, SHUN TIN ESTATE",觀塘,2020-03-07
2317,順天邨天韻樓,"TIN WAN HOUSE, SHUN TIN ESTATE",觀塘,2020-03-07
2318,順利邨利恒樓,"LEE HANG HOUSE, SHUN LEE ESTATE",觀塘,2020-03-07
2319,順利邨利富樓,"LEE FOO HOUSE, SHUN LEE ESTATE",觀塘,2020-03-07
2320,萬福大廈,MAN FUK BUILDING,觀塘,2020-03-07
2321,嘉榮街3號油塘中心9座,"BLOCK 9, YAU TONG CENTRE, NO.3 KA WING STREET",觀塘,2020-03-07
2322,翠屏(北)邨翠柳樓,"TSUI LAU HOUSE, TSUI PING (NORTH) ESTATE",觀塘,2020-03-07
2323,翠屏(南)邨翠杏樓,"TSUI HENG HOUSE, TSUI PING (SOUTH) ESTATE",觀塘,2020-03-07
2324,翠屏(南)邨翠櫻樓,"TSUI YING HOUSE, TSUI PING (SOUTH) ESTATE",觀塘,2020-03-07
2325,德田邨德瑞樓(第5座)5座,"BLOCK 5, TAK SHUI HOUSE (BLK 5), TAK TIN ESTATE",觀塘,2020-03-07
2326,樂華北邨立華樓,"LAP WAH HOUSE, LOK WAH NORTH ESTATE",觀塘,2020-03-07
2327,樂華南邨奐華樓,"WUN WAH HOUSE, LOK WAH SOUTH ESTATE",觀塘,2020-03-07
2328,樂華南邨展華樓,"CHIN WAH HOUSE, LOK WAH SOUTH ESTATE",觀塘,2020-03-07
2329,樂華南邨敏華樓,"MAN WAH HOUSE, LOK WAH SOUTH ESTATE",觀塘,2020-03-07
2330,樂雅苑雅平閣,"NGA PING HOUSE, LOK NGA COURT",觀塘,2020-03-07
2331,豐景樓,FUNG KING BUILDING,觀塘,2020-03-07
2332,鯉魚門邨鯉旺樓,"LEI WONG HOUSE, LEI YUE MUN ESTATE",觀塘,2020-03-07
2333,寶達邨達峰樓,"TAT FUNG HOUSE, PO TAT ESTATE",觀塘,2020-03-07
2334,寶達邨達康樓,"TAT HONG HOUSE, PO TAT ESTATE",觀塘,2020-03-07
2335,寶達邨達貴樓E座,"BLOCK E, TAT KWAI HSE, PO TAT ESTATE",觀塘,2020-03-07
2336,寶達邨達顯樓,"TAT HIN HOUSE, PO TAT ESTATE",觀塘,2020-03-07
2337,觀塘花園大廈燕子樓,"YIN CHEE LAU, KWUN TONG GARDEN ESTATE",觀塘,2020-03-07
2338,觀塘道472-484號,NO.472-484 KWUN TONG ROAD,觀塘,2020-03-07
2339,觀塘道485號,485 KWUN TONG ROAD,觀塘,2020-03-07
2340,牛頭角上邨常康樓5座,"BLOCK 5, SHEUNG HONG HSE, UPPER NGAU TAU KOK ESTATE",觀塘,2020-03-08
2341,牛頭角上邨常興樓1座,"BLOCK 1, SHEUNG HING HSE, UPPER NGAU TAU KOK ESTATE",觀塘,2020-03-08
2342,牛頭角下邨貴亮樓1座,"BLOCK 1, KWAI LEUNG HOUSE, LOWER NGAU TAU KOK ESTATE",觀塘,2020-03-08
2343,牛頭角下邨貴華樓6座,"BLOCK 6, KWAI WAH HOUSE, LOWER NGAU TAU KOK ESTATE",觀塘,2020-03-08
2344,牛頭角下邨貴新樓4座,"BLOCK 4, KWAI SUN HOUSE, LOWER NGAU TAU KOK ESTATE",觀塘,2020-03-08
2345,牛頭角下邨貴顯樓3座,"BLOCK 3, KWAI HIN HOUSE, LOWER NGAU TAU KOK ESTATE",觀塘,2020-03-08
2346,牛頭角道33號宏光樓,"WANG KWONG BUILDING, NO.33 NGAU TAU KOK ROAD",觀塘,2020-03-08
2347,牛頭角道3號得寶花園F座,"BLOCK F, TAK BO GARDEN, NO.3 NGAU TAU KOK ROAD",觀塘,2020-03-08
2348,平田邨平旺樓,"PING WONG HOUSE, PING TIN ESTATE",觀塘,2020-03-08
2349,平田邨平美樓,"PING MEI HOUSE, PING TIN ESTATE",觀塘,2020-03-08
2350,平田邨平誠樓,"PING SHING HOUSE, PING TIN ESTATE",觀塘,2020-03-08
2351,永毅大樓,WING NGAI MANSION,觀塘,2020-03-08
2352,安泰邨和泰樓4座,"BLOCK 4, WO TAI HOUSE, ON TAI ESTATE",觀塘,2020-03-08
2353,安泰邨居泰樓3座,"BLOCK 3, KUI TAI HOUSE, ON TAI ESTATE",觀塘,2020-03-08
2354,安泰邨勇泰樓10座,"BLOCK 10, YUNG TAI HOUSE, ON TAI ESTATE",觀塘,2020-03-08
2355,安泰邨盛泰樓,"SHING TAI HOUSE, ON TAI ESTATE",觀塘,2020-03-08
2356,安泰邨景泰樓5座,"BLOCK 5, KING TAI HOUSE, ON TAI ESTATE",觀塘,2020-03-08
2357,安泰邨智泰樓2座,"BLOCK 2, CHI TAI HOUSE, ON TAI ESTATE",觀塘,2020-03-08
2358,安泰邨德泰樓,"TAK TAI HOUSE, ON TAI ESTATE",觀塘,2020-03-08
2359,安泰邨錦泰樓11座,"BLOCK 11, KAM TAI HOUSE, ON TAI ESTATE",觀塘,2020-03-08
2360,安泰邨豐泰樓,"FUNG TAI HOUSE, ON TAI ESTATE",觀塘,2020-03-08
2361,安達邨孝達樓9座,"BLOCK 9, HAU TAT HOUSE, ON TAT ESTATE",觀塘,2020-03-08
2362,安達邨善達樓2座,"BLOCK 2, SIN TAT HOUSE, ON TAT ESTATE",觀塘,2020-03-08
2363,安達邨賢達樓8座,"BLOCK 8, YIN TAT HOUSE, ON TAT ESTATE",觀塘,2020-03-08
2364,安達邨謙達樓,"HIM TAT HOUSE, ON TAT ESTATE",觀塘,2020-03-08
2365,有利大樓,YAU LEE BUILDING,觀塘,2020-03-08
2366,秀茂坪(南)邨秀美樓(第1座)1座,"BLOCK 1, SAU MEI HSE (BLK 1), SAU MAU PING (SOUTH) ESTATE",觀塘,2020-03-08
2367,秀茂坪(南)邨秀德樓(第2座)2座,"BLOCK 2, SAU TAK HSE (BLK 2), SAU MAU PING (SOUTH) ESTATE",觀塘,2020-03-08
2368,秀茂坪邨秀華樓,"SAU WAH HOUSE, SAU MAU PING ESTATE",觀塘,2020-03-08
